"2022-12-06T15:15:52.000Z","2022-12-07T00:00:00.000Z",1178
"2022-12-07T00:00:00.000Z","2022-12-08T00:00:00.000Z",3001
"2022-12-08T00:00:00.000Z","2022-12-09T00:00:00.000Z",2698
"2022-12-09T00:00:00.000Z","2022-12-10T00:00:00.000Z",2970
"2022-12-10T00:00:00.000Z","2022-12-11T00:00:00.000Z",2341
"2022-12-11T00:00:00.000Z","2022-12-12T00:00:00.000Z",2391
"2022-12-12T00:00:00.000Z","2022-12-13T00:00:00.000Z",3073
"2022-12-13T00:00:00.000Z","2022-12-13T15:15:52.000Z",1725
